Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,13769,2022-02-24,0.0981307373,0.1643354815,0.1560036658,21,100
Market-Adjusted Model,13771,2022-02-24,-0.024435554,0.0321934664,0.0334373744,21,100
Market-Adjusted Model,13772,2022-02-24,-0.039554369,0.017489758,0.0183185592,21,100
Market-Adjusted Model,13774,2022-02-24,-0.02172607,0.0352661356,0.0361468588,21,100
Market-Adjusted Model,13775,2022-02-24,-0.113669126,-0.057318595,-0.055796197,21,100
Market-Adjusted Model,13777,2022-02-24,-0.032794415,0.033255692,0.025078514,21,100
Market-Adjusted Model,13779,2022-02-24,-0.006163946,0.0516403746,0.0517089822,21,100
Market-Adjusted Model,13780,2022-02-24,-0.01742155,0.040565817,0.0404513781,21,100
Market-Adjusted Model,13781,2022-02-24,-0.02764437,0.0303036789,0.030228559,21,100
Market-Adjusted Model,13782,2022-02-24,-0.008492154,0.0495177672,0.0493807748,21,100
Market-Adjusted Model,13783,2022-02-24,0.195722642,0.2557897447,0.2535955705,21,100
Market-Adjusted Model,13786,2022-02-24,0.0889889366,0.1433307041,0.1468618651,21,100
Market-Adjusted Model,13787,2022-02-24,0.0534246366,0.1130690579,0.1112975651,21,100
Market-Adjusted Model,13788,2022-02-24,-0.060009941,-0.001355489,-0.002137012,21,100
Market-Adjusted Model,13795,2022-02-24,-0.026406743,0.0301652542,0.0314661852,21,100
Market-Adjusted Model,13796,2022-02-24,-0.144067802,-0.091929584,-0.086194874,21,100
Market-Adjusted Model,13797,2022-02-24,-0.108236214,-0.049535721,-0.050363286,21,100
Market-Adjusted Model,13798,2022-02-24,-0.159090882,-0.089710882,-0.101217953,21,100
Market-Adjusted Model,13801,2022-02-24,-0.011732285,0.0449655995,0.0461406439,21,100
Market-Adjusted Model,13802,2022-02-24,-0.1017826,-0.042022887,-0.043909671,21,100
Market-Adjusted Model,13808,2022-02-24,0.0384993056,0.097027354,0.0963722342,21,100
Market-Adjusted Model,13809,2022-02-24,0.0387097197,0.0968956753,0.0965826482,21,100
Market-Adjusted Model,13810,2022-02-24,0.0054604283,0.0630405719,0.0633333568,21,100
Market-Adjusted Model,13812,2022-02-24,-0.030581014,0.0594922308,0.0272919148,21,100
Market-Adjusted Model,13816,2022-02-24,-0.049672663,0.0116772262,0.0082002657,21,100
Market-Adjusted Model,13817,2022-02-24,0.0643454773,0.1227070193,0.1222184058,21,100
Market-Adjusted Model,13820,2022-02-24,0.4882506251,0.4759546982,0.5461235536,21,100
Market-Adjusted Model,13825,2022-02-24,0.0702844587,0.1336189162,0.1281573873,21,100
Market-Adjusted Model,13828,2022-02-24,-0.102647028,-0.035886234,-0.044774099,21,100
Market-Adjusted Model,13833,2022-02-24,-0.208475426,-0.143279949,-0.150602498,21,100
Market-Adjusted Model,13834,2022-02-24,0.1304108344,0.1900749057,0.188283763,21,100
Market-Adjusted Model,13835,2022-02-24,-0.094446124,-0.041386892,-0.036573195,21,100
Market-Adjusted Model,13836,2022-02-24,-0.025208762,0.0317961153,0.0326641664,21,100
Market-Adjusted Model,13837,2022-02-24,-0.116111752,-0.063499435,-0.058238824,21,100
Market-Adjusted Model,13838,2022-02-24,-0.086517464,-0.031100667,-0.028644536,21,100
Market-Adjusted Model,13839,2022-02-24,-0.098424229,-0.043545031,-0.0405513,21,100
Market-Adjusted Model,13840,2022-02-24,-0.099960844,-0.046022807,-0.042087916,21,100
Market-Adjusted Model,13842,2022-02-24,-0.042284065,0.0155290902,0.0155888633,21,100
Market-Adjusted Model,13843,2022-02-24,0.1502516278,0.2119840382,0.2081245564,21,100
Market-Adjusted Model,13844,2022-02-24,-0.026022366,0.0390646627,0.0318505629,21,100
Market-Adjusted Model,13847,2022-02-24,-0.043718748,0.0145353937,0.0141541801,21,100
Market-Adjusted Model,13850,2022-02-24,-0.051282021,0.0064654138,0.0065909071,21,100
Market-Adjusted Model,13851,2022-02-24,-0.07282276,-0.013942419,-0.014949832,21,100
Market-Adjusted Model,13852,2022-02-24,-0.002509888,0.054191361,0.0553630406,21,100
Market-Adjusted Model,13856,2022-02-24,-0.095876566,-0.041761934,-0.038003637,21,100
Market-Adjusted Model,13859,2022-02-24,-0.019426468,0.0371647275,0.0384464602,21,100
Market-Adjusted Model,13860,2022-02-24,-0.008506625,0.0637021455,0.0493663039,21,100
Market-Adjusted Model,13862,2022-02-24,0.036308161,0.1061822846,0.0941810895,21,100
Market-Adjusted Model,13863,2022-02-24,0.1026615063,0.3703472788,0.1605344348,21,100
Market-Adjusted Model,13867,2022-02-24,0.0903573959,0.145220529,0.1482303244,21,100
Market-Adjusted Model,13870,2022-02-24,-0.0189329,0.0570313103,0.0389400284,21,100
Market-Adjusted Model,13876,2022-02-24,-0.141955852,-0.065979267,-0.084082923,21,100
Market-Adjusted Model,13877,2022-02-24,-0.043054913,0.0173105275,0.0148180154,21,100
Market-Adjusted Model,13878,2022-02-24,0.045161295,0.1234203823,0.1030342235,21,100
Market-Adjusted Model,13879,2022-02-24,-0.00046851,0.0780872015,0.057404419,21,100
Market-Adjusted Model,13883,2022-02-24,-0.331444782,-0.307555058,-0.273571853,21,100
Market-Adjusted Model,13887,2022-02-24,0.0907095676,0.1453354544,0.1485824961,21,100
Market-Adjusted Model,13888,2022-02-24,-0.027441869,0.0324491938,0.0304310599,21,100
Market-Adjusted Model,13890,2022-02-24,-0.217840355,-0.175170337,-0.159967426,21,100
Market-Adjusted Model,13894,2022-02-24,-0.051237468,0.0056989548,0.0066354607,21,100
Market-Adjusted Model,13897,2022-02-24,-0.043093726,0.0142794043,0.0147792023,21,100
Market-Adjusted Model,13898,2022-02-24,-0.032800021,0.0243469011,0.0250729075,21,100
Market-Adjusted Model,13901,2022-02-24,0.0160650796,0.0759335385,0.0739380082,21,100
Market-Adjusted Model,13904,2022-02-24,-0.114322699,-0.055899089,-0.056449771,21,100
Market-Adjusted Model,13905,2022-02-24,-0.03071197,0.0261200766,0.0271609581,21,100
Market-Adjusted Model,13907,2022-02-24,-0.057481761,0.0011833116,0.0003911676,21,100
Market-Adjusted Model,13908,2022-02-24,-0.086171193,-0.030891743,-0.028298264,21,100
Market-Adjusted Model,13911,2022-02-24,-0.123014084,-0.067900922,-0.065141156,21,100
Market-Adjusted Model,13912,2022-02-24,-0.037455613,0.0194730154,0.0204173155,21,100
Market-Adjusted Model,13913,2022-02-24,0.0302261515,0.086717754,0.0880990801,21,100
Market-Adjusted Model,13917,2022-02-24,0.0304397456,0.1076086282,0.0883126741,21,100
Market-Adjusted Model,13918,2022-02-24,-0.220494443,-0.158433848,-0.162621515,21,100
Market-Adjusted Model,13919,2022-02-24,-0.167088631,-0.116033899,-0.109215702,21,100
Market-Adjusted Model,13921,2022-02-24,-0.11829327,-0.04209293,-0.060420341,21,100
Market-Adjusted Model,13922,2022-02-24,-0.045274496,0.0121407722,0.012598432,21,100
Market-Adjusted Model,13924,2022-02-24,-0.148809527,-0.071496444,-0.090936598,21,100
Market-Adjusted Model,13925,2022-02-24,-0.019440581,0.0371503825,0.0384323478,21,100
Market-Adjusted Model,13928,2022-02-24,0.0972352569,0.154488827,0.1551081854,21,100
Market-Adjusted Model,13930,2022-02-24,-0.087314694,-0.030173051,-0.029441765,21,100
Market-Adjusted Model,13935,2022-02-24,-0.052882216,0.0103606867,0.0049907128,21,100
Market-Adjusted Model,13936,2022-02-24,-0.246246303,-0.190745762,-0.188373375,21,100
Market-Adjusted Model,13941,2022-02-24,-0.239946381,-0.208437243,-0.182073452,21,100
Market-Adjusted Model,13943,2022-02-24,-0.124375118,-0.070355666,-0.066502189,21,100
Market-Adjusted Model,13947,2022-02-24,-0.362731165,-0.365104094,-0.304858237,21,100
Market-Adjusted Model,13948,2022-02-24,-0.010024799,0.0469183176,0.0478481299,21,100
Market-Adjusted Model,13949,2022-02-24,-0.123965105,-0.068479918,-0.066092177,21,100
Market-Adjusted Model,13950,2022-02-24,-0.052729397,0.0043527128,0.005143532,21,100
Market-Adjusted Model,13954,2022-02-24,0.4161677023,0.4365459333,0.4740406308,21,100
Market-Adjusted Model,13956,2022-02-24,0.2919488369,0.3360020091,0.3498217654,21,100
Market-Adjusted Model,13959,2022-02-24,-0.335176964,-0.328300689,-0.277304036,21,100
Market-Adjusted Model,13962,2022-02-24,-0.072028153,0.0062038044,-0.014155225,21,100
Market-Adjusted Model,13963,2022-02-24,-0.081838114,-0.02047978,-0.023965186,21,100
Market-Adjusted Model,13964,2022-02-24,-0.083762919,-0.022213395,-0.02588999,21,100
Market-Adjusted Model,13965,2022-02-24,0.0675675797,0.1706025744,0.1254405082,21,100
Market-Adjusted Model,13967,2022-02-24,-0.191937731,-0.148969906,-0.134064803,21,100
Market-Adjusted Model,13969,2022-02-24,0.0325842575,0.0975982483,0.0904571861,21,100
Market-Adjusted Model,13971,2022-02-24,-0.064991607,-0.009633312,-0.007118678,21,100
Market-Adjusted Model,13972,2022-02-24,-0.089904242,-0.034504081,-0.032031313,21,100
Market-Adjusted Model,13973,2022-02-24,-0.043137504,0.0160526407,0.0147354247,21,100
Market-Adjusted Model,13976,2022-02-24,0.0619468366,0.1321546504,0.1198197651,21,100
Market-Adjusted Model,13978,2022-02-24,0.2251275961,0.2672578997,0.2830005246,21,100
Market-Adjusted Model,13983,2022-02-24,-0.12621359,-0.0632663,-0.068340661,21,100
Market-Adjusted Model,13985,2022-02-24,-0.031989443,0.0242829215,0.0258834858,21,100
Market-Adjusted Model,13987,2022-02-24,-0.264252804,-0.236762253,-0.206379876,21,100
Market-Adjusted Model,13997,2022-02-24,0.0658076565,0.1214007843,0.1236805851,21,100
Market-Adjusted Model,13999,2022-02-24,-0.052173859,0.0206882194,0.0056990691,21,100
Market-Adjusted Model,14000,2022-02-24,-0.029825749,0.030597568,0.0280471796,21,100
Market-Adjusted Model,14002,2022-02-24,-0.054439927,0.0012882217,0.003433002,21,100
Market-Adjusted Model,14003,2022-02-24,-0.06070208,-0.003441971,-0.002829152,21,100
Market-Adjusted Model,14008,2022-02-24,-0.050192172,0.0072916644,0.0076807566,21,100
Market-Adjusted Model,14009,2022-02-24,0.2327131521,0.2695339008,0.2905860806,21,100
Market-Adjusted Model,14019,2022-02-24,0.0858895594,0.1479636351,0.1437624879,21,100
Market-Adjusted Model,14020,2022-02-24,-0.050966838,0.007334263,0.0069060909,21,100
Market-Adjusted Model,14023,2022-02-24,-0.002610447,0.0540896915,0.0552624813,21,100
Market-Adjusted Model,14027,2022-02-24,-0.071551873,-0.016565147,-0.013678944,21,100
Market-Adjusted Model,14028,2022-02-24,-0.057952339,-0.001770021,-0.000079411,21,100
Market-Adjusted Model,14030,2022-02-24,0.1114927623,0.1670073228,0.1693656908,21,100
Market-Adjusted Model,14033,2022-02-24,0.2580645977,0.3461437015,0.3159375262,21,100
Market-Adjusted Model,14035,2022-02-24,-0.094591518,-0.015286703,-0.015474852,19,100
Market-Adjusted Model,14036,2022-02-24,-0.01758495,0.0413588405,0.0402879785,21,100
Market-Adjusted Model,14037,2022-02-24,-0.029293357,0.0305525918,0.0285795713,21,100
Market-Adjusted Model,14038,2022-02-24,-0.004076788,0.0549665182,0.05379614,21,100
Market-Adjusted Model,14039,2022-02-24,0.0203724066,0.0802462694,0.0782453351,21,100
Market-Adjusted Model,14044,2022-02-24,0.0473333288,0.1139381398,0.1052062573,21,100
Market-Adjusted Model,14045,2022-02-24,-0.22115927,-0.162214543,-0.163286342,21,100
Market-Adjusted Model,14046,2022-02-24,-0.002928858,0.0755851031,0.0549440704,21,100
Market-Adjusted Model,14047,2022-02-24,-0.022272884,0.036851324,0.0356000444,21,100
Market-Adjusted Model,14051,2022-02-24,-0.115942007,-0.055318966,-0.058069079,21,100
Market-Adjusted Model,14054,2022-02-24,-0.204566778,-0.147867462,-0.14669385,21,100
Market-Adjusted Model,14056,2022-02-24,-0.078651672,-0.002966098,-0.020778744,21,100
Market-Adjusted Model,14060,2022-02-24,0.1122399366,0.1827087243,0.1701128652,21,100
Market-Adjusted Model,14061,2022-02-24,0.0166147285,0.0752577196,0.0744876571,21,100
Market-Adjusted Model,14068,2022-02-24,0.0616668576,0.1179651289,0.1195397861,21,100
Market-Adjusted Model,14069,2022-02-24,0.0702883507,0.1269303892,0.1281612792,21,100
Market-Adjusted Model,14071,2022-02-24,0.1189654424,0.1724871084,0.1768383709,21,100
Market-Adjusted Model,14072,2022-02-24,-0.009090896,0.0696437014,0.0487820321,21,100
Market-Adjusted Model,14075,2022-02-24,-0.008421211,0.054458213,0.0494517176,21,100
Market-Adjusted Model,14076,2022-02-24,-0.039908266,0.0203834997,0.0179646626,21,100
Market-Adjusted Model,14078,2022-02-24,-0.156269131,-0.109371552,-0.098396203,21,100
Market-Adjusted Model,14079,2022-02-24,-0.06121327,-0.003961597,-0.003340341,21,100
Market-Adjusted Model,14080,2022-02-24,-0.091421734,-0.035880325,-0.033548805,21,100
Market-Adjusted Model,14081,2022-02-24,-0.013810054,0.0454751153,0.0440628744,21,100
Market-Adjusted Model,14084,2022-02-24,-0.037890447,0.0199143108,0.019982482,21,100
Market-Adjusted Model,14085,2022-02-24,-0.035986124,0.0218184065,0.0218868048,21,100
Market-Adjusted Model,14088,2022-02-24,-0.165887906,-0.120428292,-0.108014978,21,100
Market-Adjusted Model,14089,2022-02-24,0.1149574907,0.1793888198,0.1728304192,21,100
Market-Adjusted Model,14092,2022-02-24,0.1922006466,0.2376591558,0.2500735751,21,100
Market-Adjusted Model,14093,2022-02-24,-0.180098119,-0.024982828,-0.12222519,21,100
Market-Adjusted Model,14094,2022-02-24,0.1209932343,0.1885817977,0.1788661629,21,100
Market-Adjusted Model,14096,2022-02-24,-0.088083082,-0.032521818,-0.030210154,21,100
Market-Adjusted Model,14097,2022-02-24,-0.237795603,-0.195178522,-0.179922674,21,100
Market-Adjusted Model,14098,2022-02-24,-0.280043186,-0.256280862,-0.222170257,21,100
Market-Adjusted Model,14099,2022-02-24,0.3156602888,0.3685705798,0.3735332173,21,100
Market-Adjusted Model,14102,2022-02-24,0.0989123679,0.1630098201,0.1567852964,21,100
Market-Adjusted Model,14107,2022-02-24,0.0275229832,0.1702663526,0.0853959117,21,100
Market-Adjusted Model,14108,2022-02-24,-0.016675892,0.0529984156,0.0411970369,21,100
Market-Adjusted Model,14127,2022-02-24,,,,21,100
Market-Adjusted Model,14128,2022-02-24,0.0755886767,0.1318208343,0.1334616052,21,100
Market-Adjusted Model,14132,2022-02-24,-0.148227768,-0.074517837,-0.090354839,21,100
Market-Adjusted Model,14133,2022-02-24,-0.19246867,-0.135662649,-0.134595741,21,100
Market-Adjusted Model,14134,2022-02-24,-0.063145509,-0.004846694,-0.005272581,21,100
Market-Adjusted Model,14135,2022-02-24,0.4661017935,0.498217551,0.523974722,21,100
Market-Adjusted Model,14136,2022-02-24,-0.335991332,-0.325402313,-0.278118404,21,100
Market-Adjusted Model,14137,2022-02-24,0.3745318277,0.3879862923,0.4324047562,21,100
Market-Adjusted Model,14141,2022-02-24,0.0734832259,0.1323897766,0.1313561544,21,100
Market-Adjusted Model,14144,2022-02-24,-0.035179145,0.0325972751,0.0226937833,21,100
Market-Adjusted Model,14145,2022-02-24,-0.069767442,0.0211786476,-0.011894513,21,100
Market-Adjusted Model,14149,2022-02-24,-0.081690135,-0.022313543,-0.023817206,21,100
Market-Adjusted Model,14151,2022-02-24,-0.022924897,0.0363709274,0.0349480317,21,100
Market-Adjusted Model,14158,2022-02-24,-0.03945178,0.0433784791,0.0184211489,21,100
Market-Adjusted Model,14159,2022-02-24,0.2259154966,0.2865306165,0.2837884251,21,100
Market-Adjusted Model,14166,2022-02-24,0.1734056219,0.2275897562,0.2312785504,21,100
Market-Adjusted Model,14167,2022-02-24,0.0443864456,0.1107351582,0.1022593741,21,100
Market-Adjusted Model,14169,2022-02-24,-0.044138893,0.0134849726,0.0137340355,21,100
Market-Adjusted Model,14172,2022-02-24,-0.025518317,0.0495712919,0.0323546116,21,100
Market-Adjusted Model,14175,2022-02-24,-0.004726429,0.0527629602,0.0531464995,21,100
Market-Adjusted Model,14177,2022-02-24,-0.035535615,0.0286515527,0.0223373133,21,100
Market-Adjusted Model,14178,2022-02-24,-0.013622282,0.043107822,0.0442506466,21,100
Market-Adjusted Model,14179,2022-02-24,0.348554102,0.3669276684,0.4064270305,21,100
Market-Adjusted Model,14181,2022-02-24,-0.004366837,0.0553883871,0.0535060918,21,100
Market-Adjusted Model,14182,2022-02-24,-0.141641069,-0.071688923,-0.08376814,21,100
Market-Adjusted Model,14183,2022-02-24,-0.017879928,0.0423827036,0.0399930002,21,100
Market-Adjusted Model,14185,2022-02-24,-0.524460813,-0.630333576,-0.466587884,21,100
Market-Adjusted Model,14186,2022-02-24,-0.046822752,0.0107556298,0.0110501764,21,100
Market-Adjusted Model,14187,2022-02-24,-0.082957075,-0.02614171,-0.025084146,21,100
Market-Adjusted Model,14191,2022-02-24,-0.342293883,-0.337913656,-0.284420955,21,100
Market-Adjusted Model,14192,2022-02-24,0.4461056996,0.4473525513,0.5039786281,21,100
Market-Adjusted Model,14193,2022-02-24,0.0584192749,0.1215715019,0.1162922034,21,100
Market-Adjusted Model,14194,2022-02-24,0.028539353,0.0887439958,0.0864122815,21,100
Market-Adjusted Model,14195,2022-02-24,0.0618557789,0.1233317362,0.1197287074,21,100
Market-Adjusted Model,14196,2022-02-24,0.0528683121,0.1117734565,0.1107412406,21,100
Market-Adjusted Model,14199,2022-02-24,-0.091247216,-0.033604761,-0.033374287,21,100
Market-Adjusted Model,14200,2022-02-24,-0.046810397,0.0102828629,0.0110625312,21,100
Market-Adjusted Model,14201,2022-02-24,0.1445652142,0.1954122021,0.2024381427,21,100
Market-Adjusted Model,14202,2022-02-24,-0.101243963,-0.0457181,-0.043371034,21,100
Market-Adjusted Model,14203,2022-02-24,-0.025308589,0.032859837,0.03256434,21,100
Market-Adjusted Model,14204,2022-02-24,-0.020242145,0.0387094853,0.0376307838,21,100
Market-Adjusted Model,14205,2022-02-24,-0.087068715,-0.028689592,-0.029195787,21,100
Market-Adjusted Model,14206,2022-02-24,0.0328425126,0.0907381659,0.0907154411,21,100
Market-Adjusted Model,14207,2022-02-24,-0.065499327,-0.007536278,-0.007626399,21,100
Market-Adjusted Model,14208,2022-02-24,-0.006179434,0.0537856461,0.0516934948,21,100
Market-Adjusted Model,14210,2022-02-24,-0.016882899,0.040968607,0.0409900297,21,100
Market-Adjusted Model,14211,2022-02-24,-0.013281599,0.0433878362,0.0445913293,21,100
Market-Adjusted Model,14212,2022-02-24,-0.012941016,0.0438287509,0.0449319125,21,100
Market-Adjusted Model,14213,2022-02-24,-0.018321566,0.0439527078,0.0395513628,21,100
Market-Adjusted Model,14215,2022-02-24,-0.041600036,0.025341456,0.0162728928,21,100
Market-Adjusted Model,14217,2022-02-24,-0.033947029,0.0237963017,0.0239258996,21,100
Market-Adjusted Model,14221,2022-02-24,-0.055010224,0.0055378911,0.0028627042,21,100
Market-Adjusted Model,14222,2022-02-24,-0.154399309,-0.095098984,-0.09652638,21,100
Market-Adjusted Model,14224,2022-02-24,-0.093091397,-0.038201008,-0.035218468,21,100
Market-Adjusted Model,14225,2022-02-24,-0.003742855,0.0529554577,0.0541300736,21,100
Market-Adjusted Model,14228,2022-02-24,-0.022807094,0.034748109,0.0350658346,21,100
Market-Adjusted Model,14229,2022-02-24,-0.188855362,-0.144427267,-0.130982434,21,100
Market-Adjusted Model,14231,2022-02-24,-0.205319389,-0.151448895,-0.14744646,21,100
Market-Adjusted Model,14232,2022-02-24,-0.31831396,-0.264915824,-0.260441032,21,100
Market-Adjusted Model,14235,2022-02-24,-0.124720391,-0.070334055,-0.066847463,21,100
Market-Adjusted Model,14238,2022-02-24,0.255115927,0.3429192043,0.3129888555,21,100
Market-Adjusted Model,14239,2022-02-24,-0.208743158,-0.145654527,-0.15087023,21,100
Market-Adjusted Model,14240,2022-02-24,-0.26508968,-0.237217499,-0.207216752,21,100
Market-Adjusted Model,14241,2022-02-24,-0.111235648,-0.055306723,-0.05336272,21,100
Market-Adjusted Model,14245,2022-02-24,-0.102907711,-0.034752836,-0.045034783,21,100
Market-Adjusted Model,14248,2022-02-24,0.1586042814,0.2113287071,0.21647721,21,100
Market-Adjusted Model,14252,2022-02-24,0.040955642,0.0998471919,0.0988285705,21,100
Market-Adjusted Model,14257,2022-02-24,-0.226956493,-0.180654547,-0.169083564,21,100
Market-Adjusted Model,14258,2022-02-24,0.0445969502,0.1110121631,0.1024698787,21,100
Market-Adjusted Model,14259,2022-02-24,-0.095284354,-0.038507353,-0.037411425,21,100
Market-Adjusted Model,14262,2022-02-24,-0.314024381,-0.297855506,-0.256151453,21,100
Market-Adjusted Model,14263,2022-02-24,-0.140531544,-0.066277379,-0.082658615,21,100
Market-Adjusted Model,14264,2022-02-24,-0.069681215,-0.013698028,-0.011808286,21,100
Market-Adjusted Model,14265,2022-02-24,0.0704203269,0.1274115231,0.1282932554,21,100
Market-Adjusted Model,14268,2022-02-24,0.070922006,0.1369880591,0.1287949345,21,100
Market-Adjusted Model,14272,2022-02-24,-0.128440402,-0.062781547,-0.070567473,21,100
Market-Adjusted Model,14273,2022-02-24,-0.031299393,0.0320597968,0.0265735359,21,100
Market-Adjusted Model,14274,2022-02-24,-0.201329536,-0.126518629,-0.143456607,21,100
Market-Adjusted Model,14275,2022-02-24,-0.079091385,-0.023840275,-0.021218457,21,100
Market-Adjusted Model,14276,2022-02-24,0.1082352993,0.1685103713,0.1661082278,21,100
Market-Adjusted Model,14277,2022-02-24,0.1156812267,0.1792612019,0.1735541552,21,100
Market-Adjusted Model,14280,2022-02-24,-0.046204582,0.0284565659,0.0116683466,21,100
Market-Adjusted Model,14281,2022-02-24,-0.008198043,0.0500905182,0.0496748852,21,100
Market-Adjusted Model,14282,2022-02-24,-0.005296629,0.0514101976,0.0525762995,21,100
Market-Adjusted Model,14283,2022-02-24,-0.03637531,0.0239492835,0.0214976183,21,100
Market-Adjusted Model,14284,2022-02-24,-0.012081348,0.0464787347,0.0457915809,21,100
Market-Adjusted Model,14295,2022-02-24,-0.051695402,0.013080457,0.0061775263,21,100
Market-Adjusted Model,14296,2022-02-24,-0.184357505,-0.132935264,-0.126484576,21,100
Market-Adjusted Model,14297,2022-02-24,-0.072461385,-0.014403138,-0.014588456,21,100
Market-Adjusted Model,14299,2022-02-24,0.246794953,0.3275613519,0.3046678815,21,100
Market-Adjusted Model,14300,2022-02-24,0.0296296004,0.1241621039,0.0875025289,21,100
Market-Adjusted Model,14301,2022-02-24,0.266233784,0.301655087,0.3241067125,21,100
Market-Adjusted Model,14302,2022-02-24,-0.036073013,0.0232004854,0.0217999158,21,100
Market-Adjusted Model,14308,2022-02-24,-0.040880537,0.0386566298,0.0169923918,21,100
Market-Adjusted Model,14310,2022-02-24,-0.015270358,0.0431618385,0.0426025707,21,100
Market-Adjusted Model,14312,2022-02-24,0.1395095122,0.1994413909,0.1973824407,21,100
Market-Adjusted Model,14313,2022-02-24,-0.066666712,0.0013258,-0.008793783,21,100
Market-Adjusted Model,14316,2022-02-24,-0.207570195,0.0270397984,-0.149697267,21,100
Market-Adjusted Model,14317,2022-02-24,-0.009853817,0.0572632967,0.0480191118,21,100
Market-Adjusted Model,14318,2022-02-24,-0.210981594,-0.169143386,-0.153108665,21,100
Market-Adjusted Model,14325,2022-02-24,-0.092820247,-0.030917863,-0.034947318,21,100
Market-Adjusted Model,14326,2022-02-24,-0.330885488,-0.295730938,-0.27301256,21,100
Market-Adjusted Model,14328,2022-02-24,-0.067559375,0.0283243019,-0.009686447,21,100
Market-Adjusted Model,14329,2022-02-24,-0.064652834,-0.001062421,-0.006779905,21,100
Market-Adjusted Model,14332,2022-02-24,-0.202841139,-0.144401433,-0.144968211,21,100
Market-Adjusted Model,14333,2022-02-24,-0.06551931,-0.008516599,-0.007646382,21,100
Market-Adjusted Model,14334,2022-02-24,0.0144968709,0.0736616133,0.0723697994,21,100
Market-Adjusted Model,14336,2022-02-24,0.517397813,0.5040068542,0.5752707415,21,100
Market-Adjusted Model,14338,2022-02-24,-0.068066249,-0.00456177,-0.010193321,21,100
Market-Adjusted Model,14339,2022-02-24,-0.003338898,0.0596688219,0.05453403,21,100
Market-Adjusted Model,14343,2022-02-24,0.0240199842,0.0806564248,0.0818929128,21,100
Market-Adjusted Model,14344,2022-02-24,-0.084001475,-0.002191996,-0.026128547,21,100
Market-Adjusted Model,14346,2022-02-24,-0.008057022,0.0486387211,0.049815907,21,100
Market-Adjusted Model,14348,2022-02-24,-0.016185664,0.0406563863,0.0416872641,21,100
Market-Adjusted Model,14353,2022-02-24,0.2469161591,0.2852605459,0.3047890876,21,100
Market-Adjusted Model,14355,2022-02-24,0.4817054449,0.5316711822,0.5395783734,21,100
Market-Adjusted Model,14358,2022-02-24,1.0511279E-8,0.1292074494,0.057872939,21,100
Market-Adjusted Model,14359,2022-02-24,-0.181949638,-0.139207342,-0.12407671,21,100
Market-Adjusted Model,14377,2022-02-24,-0.002237223,0.0544618382,0.0556357051,21,100
Market-Adjusted Model,14379,2022-02-24,0.1896272407,0.2384454877,0.2475001693,21,100
Market-Adjusted Model,14380,2022-02-24,1.089327865,0.9322606836,1.1472007936,21,100
Market-Adjusted Model,14385,2022-02-24,-0.07572987,-0.019617515,-0.017856942,21,100
Market-Adjusted Model,14387,2022-02-24,-0.336072758,-0.298285741,-0.27819983,21,100
Market-Adjusted Model,14399,2022-02-24,-0.024490347,0.0319881989,0.0333825818,21,100
Market-Adjusted Model,14401,2022-02-24,0.1309814255,0.1849774862,0.188854354,21,100
Market-Adjusted Model,14404,2022-02-24,-0.011231942,0.0454289679,0.0466409869,21,100
Market-Adjusted Model,14406,2022-02-24,-0.075071087,-0.005135538,-0.017198158,21,100
Market-Adjusted Model,14419,2022-02-24,-0.113022184,-0.033071454,-0.055149255,21,100
Market-Adjusted Model,14422,2022-02-24,0.1687203526,0.2356550171,0.2265932811,21,100
Market-Adjusted Model,14423,2022-02-24,-0.002257275,0.0649806011,0.0556156533,21,100
Market-Adjusted Model,14424,2022-02-24,-0.105263137,-0.03331789,-0.047390209,21,100
Market-Adjusted Model,14427,2022-02-24,-0.007418081,0.0505571151,0.0504548479,21,100
Market-Adjusted Model,14428,2022-02-24,0.0029900779,0.0606967779,0.0608630064,21,100
Market-Adjusted Model,14431,2022-02-24,0.1047619242,0.1914353011,0.1626348527,21,100
Market-Adjusted Model,14432,2022-02-24,0.1097418045,0.1683200703,0.167614733,21,100
Market-Adjusted Model,14433,2022-02-24,-2.94995E-11,0.0747102575,0.0743030422,18,100
Market-Adjusted Model,14434,2022-02-24,-0.098489215,-0.036142043,-0.040616286,21,100
Market-Adjusted Model,14435,2022-02-24,-0.249588162,-0.208531578,-0.191715234,21,100
Market-Adjusted Model,14436,2022-02-24,-0.022441049,0.0463495719,0.035431879,21,100
Market-Adjusted Model,14439,2022-02-24,-0.073280101,-0.015974068,-0.015407172,21,100
Market-Adjusted Model,14440,2022-02-24,-0.07831762,-0.009711824,-0.020444692,21,100
Market-Adjusted Model,14442,2022-02-24,-0.073066797,0.0058312143,-0.015193868,21,100
Market-Adjusted Model,14443,2022-02-24,-0.017154579,0.042250046,0.0407183494,21,100
Market-Adjusted Model,14444,2022-02-24,-0.136253109,-0.07799886,-0.078380181,21,100
Market-Adjusted Model,14449,2022-02-24,-0.182879389,-0.128551357,-0.12500646,21,100
Market-Adjusted Model,14450,2022-02-24,-0.03955031,0.019091597,0.0183226187,21,100
Market-Adjusted Model,14451,2022-02-24,-0.06557379,0.0064380119,-0.007700861,21,100
Market-Adjusted Model,14452,2022-02-24,-0.069860624,-0.002717212,-0.011987695,21,100
Market-Adjusted Model,14456,2022-02-24,0.1129482979,0.1704704471,0.1708212264,21,100
