Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,19354,2022-02-24,-0.159574495,-0.097739565,-0.101701567,21,100
Market-Adjusted Model,19356,2022-02-24,-0.078999178,-0.008322592,-0.02112625,21,100
Market-Adjusted Model,19357,2022-02-24,-0.270348855,-0.214095801,-0.212475926,21,100
Market-Adjusted Model,19358,2022-02-24,0.0967403987,0.1797417792,0.1546133272,21,100
Market-Adjusted Model,19359,2022-02-24,-0.073698802,-0.017160186,-0.015825873,21,100
Market-Adjusted Model,19360,2022-02-24,0.0074361131,0.0641513514,0.0653090416,21,100
Market-Adjusted Model,19365,2022-02-24,-0.001304107,0.0558344793,0.0565688218,21,100
Market-Adjusted Model,19366,2022-02-24,-0.030295589,0.0271223308,0.0275773398,21,100
Market-Adjusted Model,19367,2022-02-24,-0.017523936,0.040705532,0.0403489924,21,100
Market-Adjusted Model,19368,2022-02-24,-0.048977659,0.0078336521,0.0088952695,21,100
Market-Adjusted Model,19371,2022-02-24,-0.005015814,0.0525133445,0.0528571143,21,100
Market-Adjusted Model,19372,2022-02-24,-0.121593756,-0.066311773,-0.063720827,21,100
Market-Adjusted Model,19373,2022-02-24,-0.022142611,0.0347358546,0.0357303174,21,100
Market-Adjusted Model,19374,2022-02-24,-0.032820805,0.0242441794,0.0250521233,21,100
Market-Adjusted Model,19375,2022-02-24,-0.060067688,-0.00258482,-0.00219476,21,100
Market-Adjusted Model,19376,2022-02-24,-0.107251403,-0.053907074,-0.049378474,21,100
Market-Adjusted Model,19379,2022-02-24,-0.095076341,-0.039683144,-0.037203413,21,100
Market-Adjusted Model,19380,2022-02-24,-0.02084422,0.0360203743,0.0370287088,21,100
Market-Adjusted Model,19381,2022-02-24,-0.0224848,0.0344732388,0.0353881287,21,100
Market-Adjusted Model,19382,2022-02-24,-0.03895317,0.0181819501,0.0189197582,21,100
Market-Adjusted Model,19383,2022-02-24,0.0001570596,0.0568571027,0.0580299882,21,100
Market-Adjusted Model,19384,2022-02-24,-0.128750173,-0.076401525,-0.070877244,21,100
Market-Adjusted Model,19387,2022-02-24,-0.024301211,0.0332063644,0.0335717174,21,100
Market-Adjusted Model,19388,2022-02-24,-0.061696651,0.0665716309,-0.003823722,21,100
Market-Adjusted Model,19389,2022-02-24,-0.009646288,0.0494487507,0.0482266407,21,100
Market-Adjusted Model,19390,2022-02-24,-0.070349281,-0.013802538,-0.012476352,21,100
Market-Adjusted Model,19391,2022-02-24,-0.126528147,-0.06168064,-0.068655219,21,100
Market-Adjusted Model,19392,2022-02-24,-0.276190488,-0.247133297,-0.218317559,21,100
Market-Adjusted Model,19393,2022-02-24,0.0383973116,0.0953426346,0.0962702401,21,100
Market-Adjusted Model,19395,2022-02-24,-0.055811376,0.0260510155,0.002061552,21,100
Market-Adjusted Model,19396,2022-02-24,-0.044731685,0.0116578462,0.0131412438,21,100
Market-Adjusted Model,19397,2022-02-24,-0.254160399,-0.05167957,-0.19628747,21,100
Market-Adjusted Model,19398,2022-02-24,-0.203898063,-0.14735843,-0.146025135,21,100
Market-Adjusted Model,19400,2022-02-24,-0.261103645,-0.206416024,-0.203230716,21,100
Market-Adjusted Model,19401,2022-02-24,-0.319526661,-0.313893315,-0.261653732,21,100
Market-Adjusted Model,19402,2022-02-24,-0.10606056,-0.02314654,-0.048187632,21,100
Market-Adjusted Model,19403,2022-02-24,-0.115566659,-0.056306385,-0.05769373,21,100
Market-Adjusted Model,19404,2022-02-24,-0.018482497,0.0832638975,0.0393904317,21,100
Market-Adjusted Model,19405,2022-02-24,-0.011929224,0.066255222,0.045943705,21,100
Market-Adjusted Model,19408,2022-02-24,-0.605517249,-0.680035176,-0.54764432,21,100
Market-Adjusted Model,19409,2022-02-24,-0.185398629,-0.125255204,-0.1275257,21,100
Market-Adjusted Model,19410,2022-02-24,-0.13039486,-0.061288506,-0.072521932,21,100
Market-Adjusted Model,19411,2022-02-24,-0.027416464,0.0297782725,0.0304564642,21,100
Market-Adjusted Model,19412,2022-02-24,-0.007977743,0.0488164834,0.0498951854,21,100
Market-Adjusted Model,19413,2022-02-24,0.1957123701,0.2466681572,0.2535852987,21,100
Market-Adjusted Model,19415,2022-02-24,-0.025798892,0.0313910282,0.0320740362,21,100
Market-Adjusted Model,19416,2022-02-24,0.0789473707,0.1927242921,0.1368202993,21,100
Market-Adjusted Model,19417,2022-02-24,-0.210526313,-0.136439781,-0.152653384,21,100
Market-Adjusted Model,19419,2022-02-24,-0.056230764,0.0033101949,0.0016421646,21,100
Market-Adjusted Model,19421,2022-02-24,-0.093805598,-0.036186733,-0.03593267,21,100
Market-Adjusted Model,19424,2022-02-24,-0.070244274,-0.010715437,-0.012371345,21,100
Market-Adjusted Model,19425,2022-02-24,-0.03821438,0.019674796,0.0196585489,21,100
Market-Adjusted Model,19426,2022-02-24,-0.09412919,-0.035160802,-0.036256261,21,100
Market-Adjusted Model,19427,2022-02-24,-0.0302156,0.0282322594,0.0276573287,21,100
Market-Adjusted Model,19428,2022-02-24,-0.019388465,0.0374621071,0.0384844634,21,100
Market-Adjusted Model,19429,2022-02-24,-0.030013049,0.0270690079,0.0278598799,21,100
Market-Adjusted Model,19432,2022-02-24,-0.04559858,0.0108069603,0.0122743485,21,100
Market-Adjusted Model,19433,2022-02-24,0.1988457981,0.2616221764,0.2567187266,21,100
Market-Adjusted Model,19434,2022-02-24,-0.008071848,0.0488130494,0.0498010805,21,100
Market-Adjusted Model,19436,2022-02-24,-0.040296786,0.0160340295,0.0175761421,21,100
Market-Adjusted Model,19437,2022-02-24,-0.014773734,0.0421459682,0.0430991943,21,100
Market-Adjusted Model,19438,2022-02-24,-0.017105319,0.0396498185,0.0407676093,21,100
Market-Adjusted Model,19439,2022-02-24,-0.061849193,-0.005580179,-0.003976265,21,100
Market-Adjusted Model,19440,2022-02-24,-0.050246869,0.0060255927,0.0076260594,21,100
Market-Adjusted Model,19441,2022-02-24,-0.038528309,0.0178282209,0.0193446199,21,100
Market-Adjusted Model,19442,2022-02-24,-0.032873935,0.0235633814,0.0249989932,21,100
Market-Adjusted Model,19443,2022-02-24,-0.025407239,0.0312179022,0.0324656892,21,100
Market-Adjusted Model,19444,2022-02-24,-0.142152474,-0.086731777,-0.084279545,21,100
Market-Adjusted Model,19445,2022-02-24,-0.032709432,0.0241196366,0.0251634962,21,100
Market-Adjusted Model,19446,2022-02-24,-0.001439796,0.0552618589,0.0564331327,21,100
Market-Adjusted Model,19447,2022-02-24,-0.057873522,0.0006708481,-5.936647E-7,21,100
Market-Adjusted Model,19448,2022-02-24,-0.031733553,0.0283595723,0.0261393753,21,100
Market-Adjusted Model,19450,2022-02-24,-0.060588278,-0.004106887,-0.002715349,21,100
Market-Adjusted Model,19451,2022-02-24,-0.059073854,-0.001795177,-0.001200925,21,100
Market-Adjusted Model,19452,2022-02-24,-0.01898048,0.0377118163,0.0388924481,21,100
Market-Adjusted Model,19453,2022-02-24,0.2644295019,0.3034035922,0.3223024304,21,100
Market-Adjusted Model,19454,2022-02-24,-0.057080081,0.0092906979,0.0007928476,21,100
Market-Adjusted Model,19455,2022-02-24,-0.243877575,-0.137277466,-0.186004646,21,100
Market-Adjusted Model,19456,2022-02-24,0.1304347536,0.2552521195,0.1883076821,21,100
Market-Adjusted Model,19459,2022-02-24,0.6950355739,0.6961085418,0.7529085024,21,100
Market-Adjusted Model,19460,2022-02-24,-0.12511631,-0.048407932,-0.067243381,21,100
Market-Adjusted Model,19461,2022-02-24,-0.095070423,-0.007852519,-0.037197495,21,100
Market-Adjusted Model,19462,2022-02-24,-0.254567621,-0.211091586,-0.196694693,21,100
Market-Adjusted Model,19463,2022-02-24,-0.070110723,0.0367388152,-0.012237795,21,100
Market-Adjusted Model,19464,2022-02-24,-0.10095011,-0.031567176,-0.043077181,21,100
Market-Adjusted Model,19467,2022-02-24,-0.247262774,-0.199885231,-0.189389846,21,100
Market-Adjusted Model,19468,2022-02-24,-0.0918049,-0.034515168,-0.033931971,21,100
Market-Adjusted Model,19470,2022-02-24,-0.30664063,-0.235742634,-0.248767701,21,100
Market-Adjusted Model,19471,2022-02-24,-0.106618848,-0.051954184,-0.04874592,21,100
Market-Adjusted Model,19472,2022-02-24,-0.151515173,-0.053998704,-0.093642245,21,100
Market-Adjusted Model,19475,2022-02-24,-0.113325013,-0.055717128,-0.055452084,21,100
Market-Adjusted Model,19476,2022-02-24,-0.15398228,-0.06822606,-0.096109352,21,100
Market-Adjusted Model,19477,2022-02-24,-0.212885155,-0.162570317,-0.155012226,21,100
Market-Adjusted Model,19478,2022-02-24,-0.141332101,-0.081571396,-0.083459172,21,100
Market-Adjusted Model,19479,2022-02-24,-0.031065095,0.0431419503,0.0268078339,21,100
Market-Adjusted Model,19480,2022-02-24,0.7411004139,0.7080921786,0.7989733425,21,100
Market-Adjusted Model,19483,2022-02-24,-0.199999996,-0.158864133,-0.142127067,21,100
Market-Adjusted Model,19484,2022-02-24,0.3121052745,0.3435751248,0.369978203,21,100
Market-Adjusted Model,19485,2022-02-24,-0.180221799,-0.106500174,-0.12234887,21,100
Market-Adjusted Model,19486,2022-02-24,-0.292134836,-0.243133016,-0.234261908,21,100
Market-Adjusted Model,19487,2022-02-24,0.1971830117,0.2692219298,0.2550559403,21,100
Market-Adjusted Model,19488,2022-02-24,0.1025324156,0.1727243843,0.1604053441,21,100
Market-Adjusted Model,19489,2022-02-24,0.7222222104,0.6449740142,0.7800951389,21,100
Market-Adjusted Model,19490,2022-02-24,-0.032156167,0.0266841605,0.0257167619,21,100
Market-Adjusted Model,19491,2022-02-24,-0.093225983,-0.029128573,-0.035353054,21,100
Market-Adjusted Model,19492,2022-02-24,-0.216748737,-0.16997226,-0.158875809,21,100
Market-Adjusted Model,19493,2022-02-24,-0.070185055,-0.012514601,-0.012312126,21,100
Market-Adjusted Model,19494,2022-02-24,-0.140718569,-0.080403493,-0.082845641,21,100
Market-Adjusted Model,19495,2022-02-24,-0.160506333,-0.108343874,-0.102633404,21,100
Market-Adjusted Model,19496,2022-02-24,-0.235294135,-0.173891251,-0.177421206,21,100
Market-Adjusted Model,19497,2022-02-24,-0.28289243,-0.234653302,-0.225019501,21,100
Market-Adjusted Model,19499,2022-02-24,0.0254323402,0.0968387446,0.0833052688,21,100
Market-Adjusted Model,19500,2022-02-24,-0.410256439,-0.340521698,-0.35238351,21,100
Market-Adjusted Model,19501,2022-02-24,0.2139780426,0.2740076585,0.2718509711,21,100
Market-Adjusted Model,19502,2022-02-24,-0.024696688,0.0341435394,0.0331762408,21,100
Market-Adjusted Model,19504,2022-02-24,-0.289637964,-0.251836213,-0.231765036,21,100
Market-Adjusted Model,19505,2022-02-24,-0.024807502,0.0422228893,0.0330654268,21,100
Market-Adjusted Model,19506,2022-02-24,-0.002188167,0.0609869262,0.0556847614,21,100
Market-Adjusted Model,19507,2022-02-24,-0.026944581,0.0305227309,0.0309283471,21,100
Market-Adjusted Model,19508,2022-02-24,-0.033235101,0.023783017,0.0246378272,21,100
Market-Adjusted Model,19509,2022-02-24,-0.013931801,0.0428712067,0.0439411272,21,100
Market-Adjusted Model,19512,2022-02-24,-0.067362118,-0.010043137,-0.009489189,21,100
Market-Adjusted Model,19513,2022-02-24,-0.050777296,0.0116623682,0.0070956326,21,100
Market-Adjusted Model,19514,2022-02-24,0.2672788349,0.2987209055,0.3251517634,21,100
Market-Adjusted Model,19515,2022-02-24,-0.257142847,-0.222189829,-0.199269918,21,100
Market-Adjusted Model,19516,2022-02-24,-0.023519677,0.0333140424,0.0343532512,21,100
Market-Adjusted Model,19517,2022-02-24,-0.108902545,-0.051619873,-0.051029616,21,100
Market-Adjusted Model,19518,2022-02-24,-0.035313667,0.0218293214,0.0225592613,21,100
Market-Adjusted Model,19520,2022-02-24,-0.004007761,0.0526873442,0.0538651672,21,100
Market-Adjusted Model,19521,2022-02-24,0.0939334626,0.1778616152,0.1518063911,21,100
Market-Adjusted Model,19522,2022-02-24,-0.005818641,0.0520187371,0.0520542871,21,100
Market-Adjusted Model,19523,2022-02-24,-0.085012221,-0.026027995,-0.027139292,21,100
Market-Adjusted Model,19524,2022-02-24,-0.016795513,0.039835995,0.0410774155,21,100
Market-Adjusted Model,19525,2022-02-24,-0.03556606,0.0216097075,0.0223068681,21,100
Market-Adjusted Model,19526,2022-02-24,-0.008890535,0.0486082428,0.0489823935,21,100
Market-Adjusted Model,19527,2022-02-24,-0.258706463,-0.225657671,-0.200833534,21,100
Market-Adjusted Model,19528,2022-02-24,-0.193033629,-0.153607425,-0.135160701,21,100
Market-Adjusted Model,19531,2022-02-24,-0.203974661,-0.139769793,-0.146101733,21,100
Market-Adjusted Model,19532,2022-02-24,-0.039315068,0.0177924552,0.0185578603,21,100
Market-Adjusted Model,19533,2022-02-24,-0.283806319,-0.242177756,-0.225933391,21,100
Market-Adjusted Model,19534,2022-02-24,0.1165526354,0.1841328302,0.174425564,21,100
Market-Adjusted Model,19535,2022-02-24,-0.005219684,0.0516871218,0.0526532448,21,100
Market-Adjusted Model,19536,2022-02-24,-0.060096721,-0.002771502,-0.002223792,21,100
Market-Adjusted Model,19539,2022-02-24,-0.001577334,0.1564886565,0.0562955945,21,100
Market-Adjusted Model,19540,2022-02-24,-0.069767449,0.0079631022,-0.01189452,21,100
Market-Adjusted Model,19541,2022-02-24,-0.159999968,-0.105152681,-0.10212704,21,100
Market-Adjusted Model,19542,2022-02-24,0.3494584768,0.3759331204,0.4073314053,21,100
Market-Adjusted Model,19543,2022-02-24,-0.319577717,-0.295569572,-0.261704788,21,100
Market-Adjusted Model,19544,2022-02-24,-0.427284451,-0.469244768,-0.369411522,21,100
Market-Adjusted Model,19547,2022-02-24,0.2559460834,0.32044396,0.3138190119,21,100
Market-Adjusted Model,19548,2022-02-24,0.027397233,0.0917823835,0.0852701615,21,100
Market-Adjusted Model,19549,2022-02-24,0.0019903128,0.0587118725,0.0598632413,21,100
Market-Adjusted Model,19550,2022-02-24,-0.084573751,-0.027208179,-0.026700822,21,100
Market-Adjusted Model,19551,2022-02-24,-0.047297326,0.0404508551,0.0105756022,21,100
Market-Adjusted Model,19552,2022-02-24,-0.116195079,-0.063174704,-0.05832215,21,100
Market-Adjusted Model,19555,2022-02-24,-0.143805362,-0.072242846,-0.085932434,21,100
Market-Adjusted Model,19556,2022-02-24,-0.043478288,0.0316667062,0.0143946403,21,100
Market-Adjusted Model,19557,2022-02-24,-0.001255687,0.0558795781,0.0566172418,21,100
Market-Adjusted Model,19558,2022-02-24,-0.254166709,-0.22926523,-0.196293781,21,100
Market-Adjusted Model,19559,2022-02-24,-0.288209616,-0.271703168,-0.230336687,21,100
Market-Adjusted Model,19560,2022-02-24,-0.0146939,0.0523614938,0.0431790289,21,100
Market-Adjusted Model,19561,2022-02-24,-0.163548577,-0.1120077,-0.105675649,21,100
Market-Adjusted Model,19563,2022-02-24,-0.164434526,-0.106311065,-0.106561597,21,100
Market-Adjusted Model,19564,2022-02-24,-0.103793109,-0.026446462,-0.045920181,21,100
Market-Adjusted Model,19565,2022-02-24,0.0792630818,0.1518656513,0.1371360104,21,100
Market-Adjusted Model,19566,2022-02-24,-0.270833362,-0.23552981,-0.212960433,21,100
Market-Adjusted Model,19568,2022-02-24,-0.16467781,-0.085454311,-0.106804882,21,100
Market-Adjusted Model,19569,2022-02-24,-0.298124994,-0.258747058,-0.240252065,21,100
Market-Adjusted Model,19570,2022-02-24,-0.351935193,-0.363163425,-0.294062265,21,100
Market-Adjusted Model,19571,2022-02-24,-0.073761567,-0.016780871,-0.015888638,21,100
Market-Adjusted Model,19572,2022-02-24,-0.550858651,-0.530159872,-0.492985722,21,100
Market-Adjusted Model,19573,2022-02-24,-0.16086958,-0.100748433,-0.102996652,21,100
Market-Adjusted Model,19574,2022-02-24,0.1552680575,0.2150773911,0.213140986,21,100
Market-Adjusted Model,19575,2022-02-24,-0.355847383,-0.34445655,-0.297974455,21,100
Market-Adjusted Model,19576,2022-02-24,-0.175536152,-0.102629254,-0.117663224,21,100
Market-Adjusted Model,19577,2022-02-24,-0.013824428,0.0590677642,0.0440485,21,100
Market-Adjusted Model,19578,2022-02-24,-0.052345056,0.0127620997,0.0055278721,21,100
Market-Adjusted Model,19579,2022-02-24,-0.094761606,-0.035646373,-0.036888677,21,100
Market-Adjusted Model,19583,2022-02-24,-0.124895124,-0.065382028,-0.067022195,21,100
Market-Adjusted Model,19584,2022-02-24,0.4666666339,0.5106509789,0.5245395624,21,100
Market-Adjusted Model,19585,2022-02-24,-0.044160191,0.0370207333,0.0137127379,21,100
Market-Adjusted Model,19586,2022-02-24,0.0275000359,0.1377274482,0.0853729644,21,100
Market-Adjusted Model,19591,2022-02-24,-0.034336562,0.0229526981,0.0235363664,21,100
Market-Adjusted Model,19592,2022-02-24,-0.105058361,-0.0220037,-0.047185433,21,100
Market-Adjusted Model,19593,2022-02-24,-0.046783694,0.0299048779,0.0110892341,21,100
Market-Adjusted Model,19594,2022-02-24,-0.011397913,0.0456811771,0.046475015,21,100
Market-Adjusted Model,19595,2022-02-24,-0.008097097,0.0486536961,0.0497758319,21,100
Market-Adjusted Model,19598,2022-02-24,-0.426485931,-0.424875933,-0.368613003,21,100
Market-Adjusted Model,19599,2022-02-24,-0.048048009,0.0328588362,0.0098249194,21,100
Market-Adjusted Model,19600,2022-02-24,-0.038518021,0.0185901478,0.0193549075,21,100
Market-Adjusted Model,19601,2022-02-24,-0.007816095,0.0531515876,0.0500568339,21,100
Market-Adjusted Model,19602,2022-02-24,0.0083752395,0.0763540197,0.066248168,21,100
Market-Adjusted Model,19603,2022-02-24,-0.085690646,-0.02645766,-0.027817718,21,100
Market-Adjusted Model,19604,2022-02-24,-0.003527394,0.0550873469,0.0543455342,21,100
Market-Adjusted Model,19605,2022-02-24,0.4070474657,0.4562352564,0.4649203943,21,100
Market-Adjusted Model,19606,2022-02-24,-0.106896611,-0.038801103,-0.049023683,21,100
Market-Adjusted Model,19607,2022-02-24,-0.093483446,-0.035444077,-0.035610518,21,100
Market-Adjusted Model,19608,2022-02-24,-0.046493413,0.0109808816,0.0113795153,21,100
Market-Adjusted Model,19611,2022-02-24,-0.101592858,-0.043988283,-0.04371993,21,100
Market-Adjusted Model,19612,2022-02-24,-0.055336252,0.0016065502,0.002536677,21,100
Market-Adjusted Model,19613,2022-02-24,-0.042400298,0.0153726907,0.0154726301,21,100
Market-Adjusted Model,19614,2022-02-24,-0.024011511,0.0325949091,0.033861418,21,100
Market-Adjusted Model,19615,2022-02-24,-0.2986279,-0.260610839,-0.240754971,21,100
Market-Adjusted Model,19616,2022-02-24,0.4233637787,0.439731362,0.4812367072,21,100
Market-Adjusted Model,19619,2022-02-24,-0.248888864,-0.149535334,-0.191015936,21,100
Market-Adjusted Model,19620,2022-02-24,-0.034398058,0.0387968322,0.0234748709,21,100
Market-Adjusted Model,19621,2022-02-24,-0.17341044,-0.110055941,-0.115537512,21,100
Market-Adjusted Model,19622,2022-02-24,0.3750000355,0.4052073391,0.432872964,21,100
Market-Adjusted Model,19623,2022-02-24,-0.068333308,0.0074655226,-0.01046038,21,100
Market-Adjusted Model,19624,2022-02-24,-0.322388043,-0.301236077,-0.264515115,21,100
Market-Adjusted Model,19627,2022-02-24,-0.139344317,-0.076427874,-0.081471388,21,100
Market-Adjusted Model,19628,2022-02-24,-0.153409077,-0.083020944,-0.095536148,21,100
Market-Adjusted Model,19629,2022-02-24,-0.0240384,0.0564822903,0.0338345281,21,100
Market-Adjusted Model,19630,2022-02-24,0.0048261809,0.0615332337,0.0626991094,21,100
Market-Adjusted Model,19631,2022-02-24,-0.039130393,0.0283367237,0.0187425359,21,100
Market-Adjusted Model,19632,2022-02-24,0.2771428748,0.3173218481,0.3350158033,21,100
Market-Adjusted Model,19635,2022-02-24,0.1894215811,0.2399338918,0.2472945097,21,100
Market-Adjusted Model,19636,2022-02-24,0.0020364377,0.0587438102,0.0599093662,21,100
Market-Adjusted Model,19638,2022-02-24,0.1745350944,0.2401643173,0.2324080229,21,100
Market-Adjusted Model,19639,2022-02-24,-0.156298543,-0.093267338,-0.098425615,21,100
Market-Adjusted Model,19640,2022-02-24,-0.095693751,-0.027095399,-0.037820822,21,100
Market-Adjusted Model,19644,2022-02-24,-0.080373772,0.007830609,-0.022500844,21,100
Market-Adjusted Model,19645,2022-02-24,-0.254054065,-0.215839191,-0.196181136,21,100
Market-Adjusted Model,19646,2022-02-24,0.0005660492,0.0572830023,0.0584389777,21,100
Market-Adjusted Model,19647,2022-02-24,-0.16140344,-0.095217539,-0.103530511,21,100
Market-Adjusted Model,19648,2022-02-24,-0.24056599,-0.192000918,-0.182693061,21,100
Market-Adjusted Model,19649,2022-02-24,0.3608491368,0.4137890017,0.4187220654,21,100
Market-Adjusted Model,19650,2022-02-24,-0.118072293,-0.052348277,-0.060199364,21,100
Market-Adjusted Model,19653,2022-02-24,0.1222163435,0.1947293111,0.180089272,21,100
Market-Adjusted Model,19654,2022-02-24,-0.325917345,-0.303962032,-0.268044416,21,100
Market-Adjusted Model,19655,2022-02-24,-0.067035021,-0.00012009,-0.009162092,21,100
Market-Adjusted Model,19656,2022-02-24,-0.075671591,-0.007311151,-0.017798663,21,100
Market-Adjusted Model,19657,2022-02-24,-0.15952378,-0.094341112,-0.101650851,21,100
Market-Adjusted Model,19658,2022-02-24,-0.038026264,0.0206383986,0.0198466646,21,100
Market-Adjusted Model,19659,2022-02-24,-0.11958568,-0.063659844,-0.061712751,21,100
Market-Adjusted Model,19660,2022-02-24,-0.114143925,-0.055144219,-0.056270997,21,100
Market-Adjusted Model,19679,2022-02-24,-0.479137729,-0.458910448,-0.421264801,21,100
Market-Adjusted Model,19680,2022-02-24,0.0279774716,0.0894538892,0.0858504001,21,100
Market-Adjusted Model,19681,2022-02-24,-0.092170485,-0.009239174,-0.034297557,21,100
Market-Adjusted Model,19682,2022-02-24,0.307490106,0.3492581934,0.3653630345,21,100
Market-Adjusted Model,19721,2022-02-24,-0.135827766,-0.071239479,-0.077954838,21,100
Market-Adjusted Model,19743,2022-02-24,-0.226646251,-0.181115984,-0.168773322,21,100
Market-Adjusted Model,19744,2022-02-24,-0.198324441,-0.127545582,-0.140451512,21,100
Market-Adjusted Model,19745,2022-02-24,-0.160964922,-0.110160622,-0.103091994,21,100
Market-Adjusted Model,19746,2022-02-24,-0.30840614,-0.201126017,-0.250533212,21,100
Market-Adjusted Model,19747,2022-02-24,-0.082501504,-0.027269608,-0.024628575,21,100
Market-Adjusted Model,19750,2022-02-24,0.014093905,0.0719832656,0.0719668335,21,100
Market-Adjusted Model,19751,2022-02-24,-0.11738976,-0.031629865,-0.059516831,21,100
Market-Adjusted Model,19752,2022-02-24,0.1060331627,0.1619876337,0.1639060912,21,100
Market-Adjusted Model,19753,2022-02-24,-0.050796834,0.0056328198,0.0070760949,21,100
Market-Adjusted Model,19754,2022-02-24,0.5525982148,0.5471811842,0.6104711433,21,100
Market-Adjusted Model,19755,2022-02-24,-0.010297428,0.0468975698,0.0475755007,21,100
Market-Adjusted Model,19758,2022-02-24,-0.014391247,0.0426556021,0.0434816813,21,100
Market-Adjusted Model,19759,2022-02-24,-0.019088746,0.03780556,0.0387841827,21,100
Market-Adjusted Model,19760,2022-02-24,-0.017651902,0.0392991919,0.0402210269,21,100
Market-Adjusted Model,19761,2022-02-24,-0.005993452,0.0509874665,0.051879476,21,100
Market-Adjusted Model,19762,2022-02-24,-0.050683015,0.0069608834,0.007189914,21,100
Market-Adjusted Model,19763,2022-02-24,-0.023789054,0.0330736926,0.0340838741,21,100
Market-Adjusted Model,19766,2022-02-24,-0.038313902,0.0187766392,0.0195590265,21,100
Market-Adjusted Model,19767,2022-02-24,0.0020263889,0.0587294634,0.0598993175,21,100
Market-Adjusted Model,19768,2022-02-24,-0.036491099,0.0213429304,0.0213818293,21,100
Market-Adjusted Model,19769,2022-02-24,-0.014989093,0.0417780054,0.0428838356,21,100
Market-Adjusted Model,19770,2022-02-24,0.1044077038,0.1638135723,0.1622806323,21,100
Market-Adjusted Model,19771,2022-02-24,-0.014252781,0.044699674,0.0436201471,21,100
Market-Adjusted Model,19774,2022-02-24,-0.032253193,0.0273815876,0.0256197355,21,100
Market-Adjusted Model,19775,2022-02-24,-0.067419031,-0.010080893,-0.009546102,21,100
Market-Adjusted Model,19776,2022-02-24,-0.039036711,0.0206004937,0.0188362173,21,100
Market-Adjusted Model,19777,2022-02-24,0.0639139785,0.1191373441,0.121786907,21,100
Market-Adjusted Model,19778,2022-02-24,-0.470418446,-0.540656685,-0.412545517,21,100
Market-Adjusted Model,19779,2022-02-24,-0.252391937,-0.20129334,-0.194519009,21,100
Market-Adjusted Model,19782,2022-02-24,-0.003562884,0.0531559285,0.0543100449,21,100
Market-Adjusted Model,19783,2022-02-24,-0.038821595,0.0182723467,0.0190513335,21,100
Market-Adjusted Model,19784,2022-02-24,-0.074218438,-0.017665482,-0.016345509,21,100
Market-Adjusted Model,19785,2022-02-24,0.0039240622,0.0624672409,0.0617969907,21,100
Market-Adjusted Model,19786,2022-02-24,-0.042180731,0.0166258149,0.0156921971,21,100
Market-Adjusted Model,19788,2022-02-24,-0.097338392,-0.009933865,-0.039465464,21,100
Market-Adjusted Model,19789,2022-02-24,-0.002018113,0.0546981611,0.0558548151,21,100
Market-Adjusted Model,19790,2022-02-24,-0.000100131,0.0566003024,0.057772797,21,100
Market-Adjusted Model,19791,2022-02-24,-0.049756432,0.0082537238,0.0081164963,21,100
Market-Adjusted Model,19792,2022-02-24,-0.043020985,0.0140633352,0.0148519431,21,100
Market-Adjusted Model,19793,2022-02-24,-0.065243255,-0.007719383,-0.007370326,21,100
Market-Adjusted Model,19794,2022-02-24,-0.227509267,-0.174370843,-0.169636338,21,100
Market-Adjusted Model,19795,2022-02-24,-0.019955682,0.056242095,0.0379172468,21,100
Market-Adjusted Model,19796,2022-02-24,-0.033203433,0.0233030163,0.0246694957,21,100
Market-Adjusted Model,19797,2022-02-24,-0.102272803,-0.039833097,-0.044399874,21,100
Market-Adjusted Model,19803,2022-02-24,-0.100486195,-0.023255447,-0.042613267,21,100
Market-Adjusted Model,19804,2022-02-24,0.0020221947,0.0587283125,0.0598951232,21,100
Market-Adjusted Model,19805,2022-02-24,0.0030364105,0.0597450888,0.060909339,21,100
Market-Adjusted Model,19807,2022-02-24,-0.165073112,-0.109023007,-0.107200184,21,100
Market-Adjusted Model,19808,2022-02-24,0.2095237754,0.2643479925,0.2673967039,21,100
Market-Adjusted Model,19809,2022-02-24,0.0040300368,0.0607249558,0.0619029653,21,100
Market-Adjusted Model,19810,2022-02-24,-0.178991633,-0.127189005,-0.121118705,21,100
Market-Adjusted Model,19811,2022-02-24,-0.367176524,-0.374963807,-0.309303595,21,100
Market-Adjusted Model,19812,2022-02-24,-0.023350306,0.0431898834,0.0345226222,21,100
Market-Adjusted Model,19813,2022-02-24,-0.057777827,0.006094441,0.0000951015,21,100
Market-Adjusted Model,19814,2022-02-24,0.1142856897,0.1984860379,0.1721586183,21,100
Market-Adjusted Model,19815,2022-02-24,-0.027164948,0.0295254796,0.0307079805,21,100
Market-Adjusted Model,19816,2022-02-24,-0.024969466,0.0317593654,0.0329034626,21,100
Market-Adjusted Model,19817,2022-02-24,-0.028759261,0.0276388787,0.0291136674,21,100
Market-Adjusted Model,19818,2022-02-24,-0.04751296,0.0186661865,0.0103599689,21,100
Market-Adjusted Model,19819,2022-02-24,0.2644444744,0.3371192842,0.3223174029,21,100
Market-Adjusted Model,19820,2022-02-24,-0.097653054,-0.040942698,-0.039780125,21,100
Market-Adjusted Model,19821,2022-02-24,-0.14489797,-0.080010847,-0.087025041,21,100
Market-Adjusted Model,19822,2022-02-24,0.0058766374,0.0751169039,0.0637495659,21,100
